order_id,customer_id,product_id,product_name,category,price,quantity,payment_method,order_date,delivery_time_days,region,returned,shipping_cost,total_amount,customer_age,customer_gender
O09086,C00360,P0007,Jacket,Fashion,163.86,4,PayPal,2023-11-01,12,Europe,No,20.36,675.8,44,Male
O09087,C01840,P0009,Coffee Maker,Home,85.21,4,Credit Card,2023-08-18,12,Asia,No,17.2,358.04,31,Male
O09088,C01305,P0009,Coffee Maker,Home,98.81,1,Debit Card,2024-06-16,1,Africa,No,15.14,113.95,51,Female
O09089,C00979,P0006,Sneakers,Fashion,109.9,2,Gift Card,2024-10-09,10,North America,Yes,8.35,228.15,36,Male
O09090,C02803,P0001,Smartphone,Electronics,645.9,2,Gift Card,2023-11-26,4,Asia,No,5.95,1297.75,50,Female
O09091,C00712,P0005,Jeans,Fashion,63.77,1,PayPal,2023-09-22,1,South America,No,6.31,70.08,13,Male
O09092,C02653,P0005,Jeans,Fashion,56.08,4,Debit Card,2025-05-05,2,North America,No,9.38,233.7,57,Male
O09093,C00827,P0009,Coffee Maker,Home,88.54,3,Gift Card,2025-01-27,11,South America,No,12.01,277.63,33,Female
O09094,C00598,P0016,Organic Snacks Pack,Grocery,27.11,2,Credit Card,2023-04-15,1,North America,No,13.81,68.03,44,Female
O09095,C03625,P0008,Vacuum Cleaner,Home,253.3,4,Gift Card,2025-02-12,5,Asia,No,23.3,1036.5,34,Female
O09096,C00789,P0014,Skin Care Set,Beauty,91.94,2,Gift Card,2023-09-28,2,Africa,No,22.61,206.49,38,Female
O09097,C01205,P0006,Sneakers,Fashion,124.51,1,Credit Card,2023-08-05,9,Africa,No,14.18,138.69,16,Female
O09098,C01761,P0006,Sneakers,Fashion,128.49,3,Credit Card,2025-04-12,10,South America,No,18.93,404.4,28,Male
O09099,C02325,P0007,Jacket,Fashion,137.43,4,PayPal,2024-11-10,11,Africa,No,16.2,565.92,23,Male
O09100,C03604,P0008,Vacuum Cleaner,Home,251.42,2,Debit Card,2023-10-18,13,South America,No,23.06,525.9,40,Male
O09101,C00598,P0011,Remote Control Car,Toys,72.91,2,Gift Card,2023-05-25,14,North America,No,17.96,163.78,27,Female
O09102,C01761,P0003,Wireless Earbuds,Electronics,138.24,4,Credit Card,2024-01-04,14,North America,No,24.74,577.7,32,Male
O09103,C01761,P0014,Skin Care Set,Beauty,80.89,4,Credit Card,2023-05-30,10,South America,No,14.74,338.3,44,Female
O09104,C02537,P0017,Coffee Beans,Grocery,19.42,4,Debit Card,2023-03-26,7,South America,No,15.32,93.0,47,Male
O09105,C02398,P0001,Smartphone,Electronics,753.35,2,Gift Card,2023-05-16,4,Europe,No,23.67,1530.37,49,Female
O09106,C03604,P0016,Organic Snacks Pack,Grocery,22.77,1,Debit Card,2025-08-05,1,Europe,No,20.81,43.58,50,Female
O09107,C02803,P0006,Sneakers,Fashion,127.11,2,Debit Card,2025-07-08,8,Europe,No,15.13,269.35,17,Female
O09108,C03606,P0005,Jeans,Fashion,61.64,1,Credit Card,2025-08-30,12,Europe,No,22.95,84.59,18,Male
O09109,C02803,P0004,Smart TV,Electronics,1036.04,1,Debit Card,2025-04-19,5,South America,No,19.95,1055.99,47,Male
O09110,C02615,P0004,Smart TV,Electronics,1016.58,1,Credit Card,2025-03-11,11,North America,No,22.89,1039.47,12,Male
O09111,C03784,P0002,Laptop,Electronics,1149.39,3,Gift Card,2024-06-05,2,Europe,No,22.37,3470.54,44,Female
O09112,C03709,P0001,Smartphone,Electronics,649.68,2,Credit Card,2025-03-23,7,North America,No,16.84,1316.2,49,Male
O09113,C00509,P0012,Yoga Mat,Sports,28.21,3,Debit Card,2025-12-08,9,Asia,No,16.76,101.39,23,Female
O09114,C00463,P0007,Jacket,Fashion,137.07,4,Gift Card,2025-11-05,5,Europe,No,19.8,568.08,30,Male
O09115,C01761,P0006,Sneakers,Fashion,129.8,4,PayPal,2025-07-09,4,Asia,No,19.67,538.87,27,Male
O09116,C03426,P0008,Vacuum Cleaner,Home,255.39,4,Debit Card,2023-08-26,2,Africa,No,14.97,1036.53,40,Male
O09117,C00451,P0016,Organic Snacks Pack,Grocery,26.44,3,Debit Card,2023-09-30,8,Africa,No,7.97,87.29,23,Male
O09118,C03170,P0010,Building Blocks,Toys,46.83,1,Credit Card,2024-10-22,4,Europe,No,21.85,68.68,39,Female
O09119,C00098,P0015,Perfume,Beauty,100.09,4,Credit Card,2024-08-13,14,Asia,No,23.45,423.81,28,Female
O09120,C00481,P0007,Jacket,Fashion,143.92,1,PayPal,2024-02-04,13,North America,No,11.46,155.38,12,Male
O09121,C03928,P0016,Organic Snacks Pack,Grocery,24.61,2,Credit Card,2023-03-31,11,Europe,No,21.68,70.9,20,Female
O09122,C03717,P0003,Wireless Earbuds,Electronics,131.16,4,Credit Card,2024-07-28,9,South America,No,23.98,548.62,50,Male
O09123,C02398,P0014,Skin Care Set,Beauty,84.52,3,Gift Card,2025-11-25,5,Asia,No,16.02,269.58,38,Female
O09124,C00132,P0008,Vacuum Cleaner,Home,259.42,2,PayPal,2023-01-08,3,Asia,Yes,23.3,542.14,20,Female
O09125,C02702,P0009,Coffee Maker,Home,89.97,2,Debit Card,2025-10-19,8,South America,No,10.64,190.58,38,Female
O09126,C03682,P0012,Yoga Mat,Sports,29.73,4,Debit Card,2025-03-29,14,South America,No,8.32,127.24,60,Female
O09127,C03693,P0002,Laptop,Electronics,1141.37,4,Debit Card,2025-09-08,9,Europe,No,10.48,4575.96,42,Male
O09128,C03960,P0004,Smart TV,Electronics,1080.49,3,Debit Card,2023-06-05,11,South America,No,11.29,3252.76,16,Female
O09129,C02806,P0014,Skin Care Set,Beauty,92.22,4,PayPal,2023-07-23,11,Africa,No,5.93,374.81,55,Male
O09130,C02803,P0006,Sneakers,Fashion,113.66,3,Gift Card,2023-04-21,13,North America,No,11.24,352.22,23,Male
O09131,C03567,P0013,Dumbbells,Sports,66.31,4,Gift Card,2025-08-30,14,Asia,No,24.91,290.15,38,Male
O09132,C03784,P0008,Vacuum Cleaner,Home,228.83,4,Gift Card,2025-10-14,6,South America,No,24.8,940.12,35,Female
O09133,C01761,P0010,Building Blocks,Toys,44.36,2,Debit Card,2025-10-07,9,Asia,No,9.45,98.17,36,Female
O09134,C02812,P0017,Coffee Beans,Grocery,16.45,4,Credit Card,2024-05-20,7,Asia,No,11.62,77.42,16,Male
O09135,C01209,P0007,Jacket,Fashion,144.0,2,PayPal,2024-08-12,8,North America,Yes,14.69,302.69,47,Male
O09136,C03540,P0015,Perfume,Beauty,116.25,3,Gift Card,2024-07-19,2,North America,No,11.67,360.42,36,Male
O09137,C03604,P0016,Organic Snacks Pack,Grocery,27.17,3,Credit Card,2023-12-03,2,South America,No,13.4,94.91,45,Female
O09138,C01402,P0005,Jeans,Fashion,53.31,3,Gift Card,2023-05-06,13,North America,No,12.24,172.17,44,Male
O09139,C02118,P0007,Jacket,Fashion,153.86,3,Gift Card,2023-11-08,4,South America,Yes,9.89,471.47,37,Male
O09140,C00699,P0017,Coffee Beans,Grocery,16.22,4,Gift Card,2025-12-16,12,Africa,No,17.3,82.18,25,Female
O09141,C01885,P0006,Sneakers,Fashion,116.72,4,PayPal,2023-09-04,3,Asia,No,9.24,476.12,75,Female
O09142,C01850,P0001,Smartphone,Electronics,687.96,2,Debit Card,2024-05-20,8,South America,No,9.29,1385.21,57,Male
O09143,C02398,P0006,Sneakers,Fashion,131.2,4,Credit Card,2025-07-27,8,Africa,No,5.81,530.61,53,Female
O09144,C00607,P0007,Jacket,Fashion,147.45,3,Gift Card,2025-10-08,7,North America,No,20.7,463.05,35,Female
O09145,C03600,P0009,Coffee Maker,Home,95.81,3,Gift Card,2024-02-07,10,Asia,No,17.68,305.11,43,Male
O09146,C03600,P0015,Perfume,Beauty,117.26,2,Gift Card,2025-04-19,13,Asia,No,21.58,256.1,40,Male
O09147,C01537,P0017,Coffee Beans,Grocery,16.56,4,Debit Card,2023-01-20,12,Europe,No,21.0,87.24,43,Male
O09148,C01761,P0002,Laptop,Electronics,1085.22,4,Gift Card,2024-01-06,10,South America,No,10.85,4351.73,34,Male
O09149,C03784,P0011,Remote Control Car,Toys,74.75,3,Credit Card,2024-05-13,8,Africa,No,24.45,248.7,56,Female
O09150,C03600,P0017,Coffee Beans,Grocery,18.77,1,Debit Card,2023-03-07,14,Africa,No,19.47,38.24,17,Male
O09151,C02600,P0015,Perfume,Beauty,103.43,1,Gift Card,2023-01-16,2,Asia,No,20.02,123.45,31,Male
O09152,C02329,P0002,Laptop,Electronics,1279.99,3,Credit Card,2023-04-28,7,Asia,No,20.32,3860.29,20,Male
O09153,C00607,P0008,Vacuum Cleaner,Home,256.41,3,Credit Card,2025-06-07,14,South America,No,8.22,777.45,56,Female
O09154,C02812,P0006,Sneakers,Fashion,112.19,3,Gift Card,2024-01-19,9,Africa,No,24.14,360.71,19,Female
O09155,C00607,P0008,Vacuum Cleaner,Home,246.21,3,Debit Card,2025-12-29,5,Europe,No,24.58,763.21,37,Male
O09156,C01850,P0005,Jeans,Fashion,56.94,2,Gift Card,2024-11-07,7,North America,No,9.4,123.28,40,Male
O09157,C00451,P0001,Smartphone,Electronics,638.67,3,Debit Card,2023-08-14,9,North America,Yes,6.77,1922.78,48,Male
O09158,C02653,P0017,Coffee Beans,Grocery,16.96,4,Debit Card,2023-05-12,12,Europe,No,15.53,83.37,40,Male
O09159,C00435,P0001,Smartphone,Electronics,648.14,4,Debit Card,2025-05-06,6,North America,No,17.51,2610.07,34,Female
O09160,C02803,P0008,Vacuum Cleaner,Home,228.87,2,Debit Card,2024-07-18,4,North America,No,13.86,471.6,35,Female
O09161,C00457,P0015,Perfume,Beauty,114.49,3,Gift Card,2023-06-19,8,North America,No,5.69,349.16,38,Male
O09162,C01761,P0017,Coffee Beans,Grocery,18.02,2,Credit Card,2025-02-05,5,North America,No,15.21,51.25,30,Male
O09163,C01761,P0006,Sneakers,Fashion,108.56,3,Debit Card,2023-08-14,8,Asia,No,19.0,344.68,45,Male
O09164,C01543,P0008,Vacuum Cleaner,Home,266.96,1,PayPal,2023-12-14,4,North America,No,7.27,274.23,30,Female
O09165,C00981,P0014,Skin Care Set,Beauty,83.22,2,Gift Card,2024-02-10,10,Europe,No,21.04,187.48,38,Male
O09166,C03784,P0001,Smartphone,Electronics,690.45,4,Gift Card,2024-08-11,4,North America,No,16.79,2778.59,24,Male
O09167,C02803,P0010,Building Blocks,Toys,40.78,2,PayPal,2024-09-18,7,South America,No,12.4,93.96,21,Male
O09168,C00607,P0012,Yoga Mat,Sports,31.73,2,Credit Card,2025-04-24,10,Africa,No,11.36,74.82,30,Male
O09169,C03784,P0003,Wireless Earbuds,Electronics,130.43,3,PayPal,2024-09-03,1,Africa,No,20.88,412.17,38,Male
O09170,C02398,P0001,Smartphone,Electronics,743.25,2,Debit Card,2024-04-17,10,Asia,No,14.35,1500.85,32,Female
O09171,C00607,P0006,Sneakers,Fashion,122.74,2,Debit Card,2023-05-01,2,Europe,No,17.35,262.83,53,Female
O09172,C00444,P0008,Vacuum Cleaner,Home,272.07,2,PayPal,2024-09-28,9,North America,No,18.21,562.35,48,Female
O09173,C03399,P0001,Smartphone,Electronics,754.04,1,Debit Card,2025-01-05,4,South America,No,16.01,770.05,12,Female
O09174,C01440,P0017,Coffee Beans,Grocery,19.24,4,Credit Card,2025-01-31,7,North America,No,24.71,101.67,38,Female
O09175,C04090,P0009,Coffee Maker,Home,87.3,1,Gift Card,2025-08-28,3,South America,No,14.5,101.8,32,Male
O09176,C03604,P0015,Perfume,Beauty,109.39,1,Gift Card,2025-06-12,10,North America,No,24.94,134.33,40,Male
O09177,C03536,P0008,Vacuum Cleaner,Home,267.55,1,PayPal,2023-08-06,12,Europe,No,19.19,286.74,27,Male
O09178,C02798,P0008,Vacuum Cleaner,Home,237.49,4,Gift Card,2024-12-21,8,Africa,No,14.46,964.42,27,Male
O09179,C01402,P0016,Organic Snacks Pack,Grocery,26.8,3,Credit Card,2025-08-20,9,South America,No,6.31,86.71,21,Male
O09180,C00942,P0004,Smart TV,Electronics,1076.91,4,Credit Card,2025-06-03,1,Africa,No,23.38,4331.02,26,Male
O09181,C00037,P0015,Perfume,Beauty,104.4,4,Credit Card,2024-11-07,3,South America,No,19.28,436.88,39,Female
O09182,C03161,P0003,Wireless Earbuds,Electronics,140.99,2,Debit Card,2024-09-10,8,Africa,No,6.99,288.97,24,Female
O09183,C01048,P0011,Remote Control Car,Toys,76.49,2,Gift Card,2023-12-17,1,Europe,No,19.91,172.89,43,Female
O09184,C03484,P0004,Smart TV,Electronics,1053.23,2,Credit Card,2024-12-11,6,Europe,No,16.94,2123.4,25,Male
O09185,C02398,P0007,Jacket,Fashion,161.41,1,Credit Card,2024-08-01,12,Asia,No,9.66,171.07,26,Female
O09186,C03658,P0017,Coffee Beans,Grocery,19.45,4,Gift Card,2023-11-29,6,South America,No,16.48,94.28,14,Female
O09187,C02803,P0007,Jacket,Fashion,148.62,1,Credit Card,2026-01-03,6,South America,No,8.8,157.42,33,Female
O09188,C02803,P0010,Building Blocks,Toys,41.03,4,Gift Card,2023-09-02,3,Africa,No,9.1,173.22,41,Male
O09189,C00077,P0015,Perfume,Beauty,100.48,2,Debit Card,2025-08-29,4,Africa,No,23.87,224.83,50,Female
O09190,C01533,P0016,Organic Snacks Pack,Grocery,22.79,2,Debit Card,2025-07-18,8,Asia,No,6.15,51.73,45,Female
O09191,C02793,P0013,Dumbbells,Sports,63.68,3,Debit Card,2023-01-17,6,Asia,No,20.83,211.87,80,Female
O09192,C00068,P0001,Smartphone,Electronics,710.97,2,Gift Card,2025-04-22,11,North America,No,20.41,1442.35,80,Female
O09193,C03779,P0011,Remote Control Car,Toys,86.14,4,Debit Card,2025-05-08,4,Asia,No,22.31,366.87,39,Male
O09194,C02190,P0017,Coffee Beans,Grocery,18.84,1,Debit Card,2025-12-08,5,South America,No,22.23,41.07,24,Female
O09195,C00798,P0017,Coffee Beans,Grocery,16.29,2,Credit Card,2024-06-28,12,Europe,No,18.18,50.76,48,Male
O09196,C04198,P0006,Sneakers,Fashion,127.73,4,Gift Card,2023-08-08,13,Europe,No,13.21,524.13,29,Female
O09197,C02803,P0005,Jeans,Fashion,64.25,1,Credit Card,2025-06-26,12,Africa,No,16.4,80.65,32,Male
O09198,C03726,P0001,Smartphone,Electronics,675.04,3,Credit Card,2024-02-09,10,Africa,No,9.49,2034.61,40,Male
O09199,C03378,P0008,Vacuum Cleaner,Home,241.49,3,PayPal,2025-12-21,2,South America,No,21.96,746.43,16,Female
O09200,C02386,P0016,Organic Snacks Pack,Grocery,23.79,1,Debit Card,2024-10-18,5,Europe,No,12.45,36.24,43,Male
O09201,C03600,P0014,Skin Care Set,Beauty,80.72,2,Gift Card,2024-08-30,9,North America,Yes,14.0,175.44,48,Female
O09202,C02815,P0009,Coffee Maker,Home,97.43,2,Credit Card,2024-03-28,3,Asia,No,12.16,207.02,13,Female
O09203,C02193,P0001,Smartphone,Electronics,630.59,1,Debit Card,2025-11-26,2,South America,No,10.13,640.72,34,Male
O09204,C02562,P0007,Jacket,Fashion,139.34,2,Debit Card,2023-10-27,11,North America,No,6.1,284.78,12,Male
O09205,C03850,P0011,Remote Control Car,Toys,84.91,3,Gift Card,2023-12-28,7,South America,No,13.09,267.82,48,Male
O09206,C00562,P0009,Coffee Maker,Home,91.31,4,Gift Card,2025-10-11,12,North America,No,19.25,384.49,54,Female
O09207,C01402,P0004,Smart TV,Electronics,1075.95,3,PayPal,2025-07-13,4,North America,No,20.7,3248.55,43,Male
O09208,C01402,P0016,Organic Snacks Pack,Grocery,24.68,2,PayPal,2024-05-22,7,Africa,No,16.91,66.27,26,Female
O09209,C03540,P0009,Coffee Maker,Home,95.45,3,Debit Card,2024-06-24,12,North America,No,17.87,304.22,35,Male
O09210,C00607,P0017,Coffee Beans,Grocery,16.59,4,Debit Card,2023-06-16,1,North America,No,5.16,71.52,60,Female
O09211,C00435,P0014,Skin Care Set,Beauty,82.11,4,Gift Card,2023-05-07,5,South America,No,14.17,342.61,12,Male
O09212,C01170,P0008,Vacuum Cleaner,Home,249.2,1,Debit Card,2025-11-10,4,South America,No,13.19,262.39,16,Male
O09213,C02311,P0015,Perfume,Beauty,120.51,3,Debit Card,2025-07-17,4,Asia,No,13.42,374.95,13,Male
O09214,C01402,P0017,Coffee Beans,Grocery,18.68,1,Debit Card,2024-12-11,3,Africa,No,22.84,41.52,48,Female
O09215,C04189,P0001,Smartphone,Electronics,741.33,1,PayPal,2023-11-29,7,North America,No,14.57,755.9,48,Female
O09216,C00435,P0010,Building Blocks,Toys,42.93,1,PayPal,2024-09-26,8,North America,No,18.23,61.16,69,Male
O09217,C00681,P0002,Laptop,Electronics,1292.75,4,Credit Card,2024-10-08,12,Africa,No,15.44,5186.44,12,Male
O09218,C02182,P0015,Perfume,Beauty,108.96,1,Debit Card,2025-06-19,10,Asia,No,14.77,123.73,26,Female
O09219,C02793,P0011,Remote Control Car,Toys,81.31,2,Gift Card,2025-11-11,14,Africa,No,21.85,184.47,38,Male
O09220,C02937,P0016,Organic Snacks Pack,Grocery,23.31,4,PayPal,2024-02-28,6,Asia,No,5.19,98.43,24,Female
O09221,C02398,P0005,Jeans,Fashion,58.35,4,Debit Card,2023-10-04,4,Africa,No,7.11,240.51,51,Female
O09222,C03506,P0009,Coffee Maker,Home,92.67,4,Credit Card,2025-07-06,12,Africa,Yes,7.67,378.35,16,Female
O09223,C02664,P0010,Building Blocks,Toys,43.29,2,Credit Card,2025-09-04,14,North America,No,15.7,102.28,14,Female
O09224,C02712,P0002,Laptop,Electronics,1104.45,2,Debit Card,2026-01-03,6,Asia,No,19.27,2228.17,33,Female
O09225,C01533,P0003,Wireless Earbuds,Electronics,121.19,2,Credit Card,2024-10-11,4,Africa,No,23.36,265.74,51,Female
O09226,C02398,P0005,Jeans,Fashion,62.21,1,Credit Card,2024-01-11,7,North America,No,11.71,73.92,21,Female
O09227,C00079,P0017,Coffee Beans,Grocery,18.11,3,Gift Card,2025-06-18,12,Asia,Yes,13.18,67.51,18,Female
O09228,C02185,P0017,Coffee Beans,Grocery,16.32,4,Debit Card,2023-06-27,4,South America,No,8.67,73.95,17,Male
O09229,C00700,P0003,Wireless Earbuds,Electronics,131.14,2,PayPal,2025-05-24,4,South America,No,14.02,276.3,42,Female
O09230,C00789,P0017,Coffee Beans,Grocery,19.71,2,PayPal,2023-06-17,9,Africa,Yes,8.19,47.61,28,Male
O09231,C01402,P0017,Coffee Beans,Grocery,17.76,4,PayPal,2023-06-09,13,South America,No,22.83,93.87,52,Female
O09232,C01402,P0002,Laptop,Electronics,1109.09,2,Debit Card,2023-05-20,6,Africa,No,9.96,2228.14,28,Male
O09233,C00607,P0006,Sneakers,Fashion,120.61,2,Debit Card,2023-04-14,8,Africa,No,9.83,251.05,34,Male
O09234,C03850,P0006,Sneakers,Fashion,118.39,1,Gift Card,2024-01-07,4,North America,No,19.5,137.89,29,Male
O09235,C02976,P0007,Jacket,Fashion,137.3,4,Debit Card,2023-03-04,7,South America,No,23.93,573.13,33,Male
O09236,C00435,P0004,Smart TV,Electronics,1002.87,4,Debit Card,2024-08-17,3,South America,No,22.16,4033.64,12,Female
O09237,C03161,P0007,Jacket,Fashion,141.17,2,Gift Card,2024-07-31,3,Europe,No,14.51,296.85,23,Female
O09238,C03600,P0002,Laptop,Electronics,1309.8,3,PayPal,2023-08-29,3,Asia,No,11.63,3941.03,12,Female
O09239,C01622,P0017,Coffee Beans,Grocery,18.14,3,Credit Card,2025-07-30,4,Asia,No,14.51,68.93,35,Female
O09240,C01440,P0005,Jeans,Fashion,63.95,4,Gift Card,2023-07-15,10,North America,No,8.48,264.28,16,Female
O09241,C02241,P0006,Sneakers,Fashion,110.16,4,PayPal,2024-08-16,2,Europe,No,24.64,465.28,27,Female
O09242,C02193,P0016,Organic Snacks Pack,Grocery,25.41,2,Gift Card,2023-12-28,10,North America,No,9.26,60.08,42,Female
O09243,C01101,P0016,Organic Snacks Pack,Grocery,24.05,3,PayPal,2025-02-05,4,South America,No,16.7,88.85,65,Female
O09244,C01622,P0005,Jeans,Fashion,55.05,3,Gift Card,2024-04-26,6,Africa,No,5.73,170.88,47,Male
O09245,C03002,P0001,Smartphone,Electronics,704.14,1,Debit Card,2024-01-13,14,Europe,No,12.61,716.75,38,Female
O09246,C02197,P0007,Jacket,Fashion,154.03,1,Gift Card,2025-06-21,12,Asia,Yes,14.48,168.51,45,Female
O09247,C00607,P0005,Jeans,Fashion,54.6,2,Gift Card,2024-04-05,6,Asia,No,17.48,126.68,55,Male
O09248,C02719,P0016,Organic Snacks Pack,Grocery,24.31,4,Debit Card,2023-09-03,3,Asia,No,15.59,112.83,28,Female
O09249,C01468,P0013,Dumbbells,Sports,74.56,4,Credit Card,2023-08-31,4,Europe,No,18.65,316.89,35,Male
O09250,C00789,P0003,Wireless Earbuds,Electronics,126.45,4,Credit Card,2023-02-12,6,South America,No,5.91,511.71,34,Female
O09251,C00370,P0007,Jacket,Fashion,141.44,3,Credit Card,2025-10-07,11,North America,No,20.87,445.19,31,Male
O09252,C02803,P0004,Smart TV,Electronics,948.12,2,Credit Card,2025-06-24,1,Africa,No,21.99,1918.23,32,Male
O09253,C02372,P0009,Coffee Maker,Home,81.66,4,Gift Card,2025-03-22,13,Europe,No,7.55,334.19,12,Male
O09254,C01307,P0003,Wireless Earbuds,Electronics,117.29,3,Credit Card,2024-08-14,14,North America,No,10.64,362.51,45,Female
O09255,C02803,P0004,Smart TV,Electronics,968.47,1,Credit Card,2024-10-01,14,North America,No,8.41,976.88,44,Male
O09256,C01402,P0004,Smart TV,Electronics,972.25,4,Gift Card,2024-05-08,9,Africa,No,5.49,3894.49,42,Female
O09257,C02398,P0005,Jeans,Fashion,56.5,4,Credit Card,2025-08-30,14,North America,No,8.03,234.03,34,Female
O09258,C01440,P0003,Wireless Earbuds,Electronics,122.29,3,Debit Card,2025-12-08,10,Africa,No,24.18,391.05,50,Female
O09259,C02957,P0016,Organic Snacks Pack,Grocery,26.7,1,Debit Card,2023-09-18,10,Africa,No,8.37,35.07,49,Male
O09260,C01402,P0001,Smartphone,Electronics,731.68,2,Credit Card,2025-10-07,12,North America,No,6.61,1469.97,48,Female
O09261,C02184,P0006,Sneakers,Fashion,114.05,4,PayPal,2025-03-08,9,Europe,No,20.08,476.28,31,Male
O09262,C00473,P0002,Laptop,Electronics,1310.19,3,Debit Card,2025-03-04,13,Asia,No,18.21,3948.78,31,Male
O09263,C03243,P0017,Coffee Beans,Grocery,17.91,4,Debit Card,2024-07-31,5,Asia,No,7.77,79.41,32,Female
O09264,C03262,P0017,Coffee Beans,Grocery,16.82,3,Gift Card,2025-05-23,12,Europe,No,7.77,58.23,42,Female
O09265,C01906,P0002,Laptop,Electronics,1234.0,3,Gift Card,2024-05-04,9,North America,No,9.39,3711.39,16,Male
O09266,C01402,P0002,Laptop,Electronics,1123.25,2,Gift Card,2025-07-07,9,North America,No,8.0,2254.5,54,Female
O09267,C02803,P0006,Sneakers,Fashion,123.61,3,PayPal,2024-12-31,3,Asia,No,23.48,394.31,36,Male
O09268,C01761,P0001,Smartphone,Electronics,743.72,1,Credit Card,2025-11-10,1,Africa,No,9.38,753.1,17,Male
O09269,C01402,P0016,Organic Snacks Pack,Grocery,23.94,1,Credit Card,2023-10-25,8,Europe,No,23.2,47.14,42,Female
O09270,C00725,P0004,Smart TV,Electronics,1095.14,4,Debit Card,2025-10-11,14,Europe,No,12.12,4392.68,33,Female
O09271,C02642,P0002,Laptop,Electronics,1115.75,4,PayPal,2024-04-02,8,Africa,No,20.22,4483.22,36,Female
O09272,C02147,P0001,Smartphone,Electronics,743.41,1,Gift Card,2024-01-02,1,South America,No,21.43,764.84,40,Male
O09273,C01440,P0017,Coffee Beans,Grocery,18.12,1,PayPal,2024-07-24,12,Asia,No,21.61,39.73,23,Female
O09274,C00159,P0007,Jacket,Fashion,152.82,3,Gift Card,2024-09-24,2,Europe,No,10.68,469.14,33,Male
O09275,C02365,P0004,Smart TV,Electronics,928.44,4,Debit Card,2023-12-08,5,Asia,No,16.24,3730.0,27,Male
O09276,C03600,P0007,Jacket,Fashion,141.4,2,Gift Card,2024-12-29,11,Europe,No,14.7,297.5,27,Female
O09277,C02806,P0004,Smart TV,Electronics,1007.27,4,Credit Card,2024-02-12,6,South America,No,6.85,4035.93,63,Male
O09278,C02803,P0003,Wireless Earbuds,Electronics,121.66,2,PayPal,2025-05-16,11,South America,No,7.9,251.22,34,Female
O09279,C00435,P0007,Jacket,Fashion,157.27,2,Credit Card,2024-12-27,10,Asia,No,12.56,327.1,32,Female
O09280,C02416,P0006,Sneakers,Fashion,110.57,4,Credit Card,2023-07-17,1,Africa,No,22.35,464.63,44,Female
O09281,C00607,P0002,Laptop,Electronics,1297.98,1,PayPal,2024-04-14,10,South America,No,20.79,1318.77,34,Male
O09282,C02398,P0002,Laptop,Electronics,1265.38,3,Credit Card,2025-02-06,6,North America,No,18.07,3814.21,23,Female
O09283,C02611,P0002,Laptop,Electronics,1160.45,1,Debit Card,2023-08-26,14,Asia,No,16.02,1176.47,12,Male
O09284,C01038,P0014,Skin Care Set,Beauty,77.83,3,Credit Card,2024-02-05,5,Europe,No,9.66,243.15,31,Male
O09285,C02398,P0002,Laptop,Electronics,1087.7,2,Debit Card,2025-07-27,12,Europe,No,24.52,2199.92,35,Male
O09286,C01402,P0013,Dumbbells,Sports,73.85,1,Gift Card,2025-03-29,4,South America,No,5.79,79.64,31,Female
O09287,C00636,P0002,Laptop,Electronics,1080.18,3,Gift Card,2025-05-02,6,Europe,No,14.61,3255.15,31,Female
O09288,C02124,P0007,Jacket,Fashion,157.47,1,Gift Card,2025-07-22,5,Africa,Yes,15.19,172.66,51,Female
O09289,C01440,P0010,Building Blocks,Toys,45.69,4,Credit Card,2024-11-16,2,North America,No,17.5,200.26,46,Male
O09290,C01168,P0012,Yoga Mat,Sports,30.71,2,PayPal,2024-03-07,8,North America,No,15.51,76.93,39,Male
O09291,C01031,P0002,Laptop,Electronics,1115.13,2,Gift Card,2024-01-31,12,Africa,No,13.87,2244.13,18,Male
O09292,C02398,P0003,Wireless Earbuds,Electronics,137.98,1,Credit Card,2024-02-02,8,North America,No,19.89,157.87,12,Male
O09293,C00237,P0008,Vacuum Cleaner,Home,261.29,2,Debit Card,2025-03-28,5,Europe,No,20.12,542.7,71,Female
O09294,C00170,P0012,Yoga Mat,Sports,28.42,1,Credit Card,2025-03-19,11,Africa,No,18.82,47.24,19,Male
O09295,C01161,P0017,Coffee Beans,Grocery,17.57,4,PayPal,2023-08-22,13,North America,No,22.68,92.96,60,Male
O09296,C01170,P0009,Coffee Maker,Home,86.28,4,PayPal,2024-06-06,3,Africa,Yes,19.03,364.15,23,Female
O09297,C01449,P0016,Organic Snacks Pack,Grocery,23.46,3,Debit Card,2025-02-12,14,South America,No,13.31,83.69,37,Female
O09298,C03966,P0012,Yoga Mat,Sports,27.31,1,Credit Card,2024-08-06,7,Europe,No,5.3,32.61,65,Female
O09299,C01038,P0012,Yoga Mat,Sports,27.96,2,Debit Card,2023-02-02,4,Africa,No,5.8,61.72,41,Female
O09300,C00937,P0001,Smartphone,Electronics,657.23,3,Credit Card,2025-08-05,11,North America,No,24.71,1996.4,26,Male
O09301,C00552,P0003,Wireless Earbuds,Electronics,121.59,4,Debit Card,2024-04-04,4,Africa,No,15.36,501.72,50,Male
O09302,C02057,P0008,Vacuum Cleaner,Home,240.55,4,Debit Card,2024-07-17,9,Europe,No,22.57,984.77,52,Male
O09303,C02891,P0007,Jacket,Fashion,147.63,3,Gift Card,2023-06-30,4,Europe,No,13.63,456.52,37,Male
